건물형태, 군구분,부대구분(관리부대),단지명,시도,시군구,읍면동,리,준공연도,공급세대,면적(15)50이하,면적(24)80이하,면적(30)100이하,면적(36)120이하,면적확인불가
아파트,공군,제15특수임무비행단,공군아파트 302동,경기도,성남시 수정구,,대왕판교로1187,2014,20,,,20,,
아파트,공군,제15특수임무비행단,공군아파트 303동,경기도,성남시 수정구,,대왕판교로1187,2014,20,,,20,,
아파트,공군,제15특수임무비행단,공군아파트 304동,경기도,성남시 수정구,,대왕판교로1187,2014,20,,,20,,
아파트,공군,제15특수임무비행단,공군아파트 305동,경기도,성남시 수정구,,대왕판교로1187,2014,25,,,25,,
아파트,공군,제15특수임무비행단,공군아파트 306동,경기도,성남시 수정구,,대왕판교로1187,2014,25,,,25,,
아파트,공군,제15특수임무비행단,공군아파트 307동,경기도,성남시 수정구,,대왕판교로1187,2014,20,,,20,,
아파트,공군,제15특수임무비행단,공군아파트 308동,경기도,성남시 수정구,,대왕판교로1187,2014,25,,,25,,
연립,공군,제15특수임무비행단,분당 스카이빌 101동,경기도,성남시 수정구,,대왕판교로1187,1998,24,,24,,,
연립,공군,제15특수임무비행단,분당 스카이빌 102동,경기도,성남시 수정구,,대왕판교로1187,1998,24,,24,,,
아파트,공군,제15특수임무비행단,위례스타힐스 2509동,서울특별시,송파구,,위례광장로 215길,2017,18,,,18,,
아파트,공군,제15특수임무비행단,위례스타힐스 2509동,서울특별시,송파구,,위례광장로 215길,2017,2,,,,,2
아파트,공군,제15특수임무비행단,위례스타힐스 2515동,서울특별시,송파구,,위례광장로 215길,2017,17,,,,17,
아파트,공군,제15특수임무비행단,위례스타힐스 2516동,서울특별시,송파구,,위례광장로 215길,2017,3,,,,3,
아파트,공군,제15특수임무비행단,위례스타힐스 2511동,서울특별시,송파구,,위례광장로 215길,2017,1,,,1,,
연립,공군,제16전투비행단,충효마을 BTL(101동),경상북도,예천군,유천면,예성로 358,2010,16,,,16,,
연립,공군,제16전투비행단,충효마을 BTL(102동),경상북도,예천군,유천면,예성로 358,2010,16,,,16,,
연립,공군,제16전투비행단,충효마을 BTL(103동),경상북도,예천군,유천면,예성로 358,2010,16,,,16,,
연립,공군,제16전투비행단,충효마을 BTL(104동),경상북도,예천군,유천면,예성로 358,2010,16,,,16,,
연립,공군,제16전투비행단,충효마을 BTL(105동),경상북도,예천군,유천면,예성로 358,2010,8,,,,8,
연립,공군,제16전투비행단,충효마을 BTL(106동),경상북도,예천군,유천면,예성로 358,2010,16,,,16,,
연립,공군,제16전투비행단,충효마을 BTL(107동),경상북도,예천군,유천면,예성로 358,2010,16,,,16,,
연립,공군,제16전투비행단,충효마을 BTL(108동),경상북도,예천군,유천면,예성로 358,2010,24,,,24,,
연립,공군,제16전투비행단,충효마을 BTL(109동),경상북도,예천군,유천면,예성로 358,2010,24,,,24,,
아파트,공군,제16전투비행단,문경 매봉아파트,경상북도,문경시,모전동,매봉1길 35,1998,60,,60,,,
아파트,공군,제16전투비행단,예천 쌍용아파트,경상북도,예천군,예천읍,한천길 39,2003,19,,,19,,
아파트,공군,제16전투비행단,예천 명성아파트,경상북도,예천군,예천읍,양궁로 6,2003,11,,10,,1,
아파트,공군,제17전투비행단,대원아파트 901 ~ 907,충청북도,청주시 서원구,,분평로 49,2000,57,,,57,,
아파트,공군,제17전투비행단,세원테마빌 201 ~ 204동,충청북도,청주시 흥덕구,,짐대로 14,2001,17,,,17,,
아파트,공군,제18전투비행단,양우내안애아파트,강원도,강릉시,,강변로 328-8,2009,50,,11,16,23,
아파트,공군,제19전투비행단,한라비발디 101동101호,충청북도,충주시,금가면,목행산단4로 11,2009,1,,,,1,
아파트,공군,제19전투비행단,한라비발디 101동102호,충청북도,충주시,금가면,목행산단4로 11,2009,1,,,,1,
아파트,공군,제19전투비행단,한라비발디 104동103호,충청북도,충주시,금가면,목행산단4로 11,2009,1,,,,1,
아파트,공군,제19전투비행단,한라비발디 104동104호,충청북도,충주시,금가면,목행산단4로 11,2009,1,,,,1,
아파트,공군,제19전투비행단,한라비발디 105동103호,충청북도,충주시,금가면,목행산단4로 11,2009,1,,,,1,
아파트,공군,제19전투비행단,한라비발디 108동101호,충청북도,충주시,금가면,목행산단4로 11,2009,1,,,,1,
아파트,공군,제19전투비행단,한라비발디 108동103호,충청북도,충주시,금가면,목행산단4로 11,2009,1,,,,1,
아파트,공군,제19전투비행단,한라비발디 108동104호,충청북도,충주시,금가면,목행산단4로 11,2009,1,,,,1,
아파트,공군,제19전투비행단,한라비발디 111동103호,충청북도,충주시,금가면,목행산단4로 11,2009,1,,,,1,
아파트,공군,제19전투비행단,한라비발디 111동104호,충청북도,충주시,금가면,목행산단4로 11,2009,1,,,,1,
아파트,공군,제20전투비행단,서서울아파트,충청남도,서산시,동문동,학동7로,2002,5,,5,,,
아파트,공군,제1방공유도탄여단,경남모직 안아주,대구광역시,동구,,안심로16길 29,2004,3,,,3,,
연립,공군,제1방공유도탄여단,달성아파트 가동,대구광역시,수성구,,달구벌대로 568길,1993,16,,16,,,
연립,공군,제1방공유도탄여단,달성아파트 나동,대구광역시,수성구,,달구벌대로 568길,1994,24,,24,,,
연립,공군,제1방공유도탄여단,달성아파트 다동,대구광역시,수성구,,달구벌대로 568길,1994,24,,24,,,
연립,공군,제1방공유도탄여단,달성아파트 라동,대구광역시,수성구,,달구벌대로 568길,1995,24,,24,,,
연립,공군,제1방공유도탄여단,달성아파트 마동,대구광역시,수성구,,달구벌대로 568길,1995,24,,24,,,
연립,공군,제1방공유도탄여단,달성아파트 바동,대구광역시,수성구,,달구벌대로 568길,2004,32,,32,,,
연립,공군,제1방공유도탄여단,달성아파트 사동,대구광역시,수성구,,달구벌대로 568길,2011,16,,16,,,
연립,공군,제1방공유도탄여단,달성아파트 사동,대구광역시,수성구,,달구벌대로 568길,2011,8,,,8,,
아파트,공군,제1방공유도탄여단,경성 홈타운,경상북도,포항시 남구,,연일읍 유강길 10번길 45,2008,10,,,,10,
연립,공군,제1방공유도탄여단,한빛관사,부산광역시,해운대구,,장산로 427-100,1996,13,,13,,,
아파트,공군,제1방공유도탄여단,성서주공 8단지,대구광역시,달서구,,성지로 42,1997,6,,6,,,
아파트,공군,제1방공유도탄여단,대동다숲,경상북도,칠곡군,왜관읍,평장3길 47,2007,6,,,6,,
연립,공군,제1방공유도탄여단,창석빌라,경상북도,성주군,성주읍,경산1길 39,2002,4,,,4,,
아파트,공군,제1방공유도탄여단,대동황토방,경상남도,김해시,,금관대로 599번길 11,2000,11,,11,,,
연립,공군,제1방공유도탄여단,국신빌라,울산광역시,북구,,상방2길,2001,4,,,4,,
아파트,공군,제1방공유도탄여단,남양그린빌,울산광역시,남구,,두왕로34번길,2004,4,,4,,,
아파트,공군,제1방공유도탄여단,성지리벨루스,충청남도,보령시,,지장골길 78,2004,2,,,2,,
아파트,공군,제1방공유도탄여단,명천코아루,충청남도,보령시,,주공로 99,2008,2,,,,2,
연립,공군,제1방공유도탄여단,비인관사,충청남도,서천군,비인면,비인로156길번 26,1994,6,,6,,,
아파트,공군,제1방공유도탄여단,오르빌아파트,전라북도,군산시,,번영로 86,2004,5,,,5,,
아파트,공군,제1방공유도탄여단,오르빌아파트,전라북도,군산시,,번영로 86,2004,3,,,3,,
아파트,공군,제1방공유도탄여단,모아 미래도,광주광역시,북구,,삼정로 20,2003,5,,,5,,
아파트,공군,제1방공유도탄여단,한화 꿈에그린,광주광역시,북구,,용주로 30번길 56,2007,9,,,,9,
아파트,공군,제1방공유도탄여단,성지리벨루스,충청남도,보령시,,지장골길 78,2004,3,,,3,,
연립,공군,제1방공유도탄여단,해망산관사,충청남도,보령시,,고사울길 4,2009,16,,16,,,
아파트,공군,제2방공유도탄여단,한미래 101동,충청남도,천안시,,안궁1길,2003,8,,8,,,
아파트,공군,제2방공유도탄여단,SR친오애아파트,경기도,평택시,,서동대로 784,2004,4,,2,,2,
아파트,공군,제2방공유도탄여단,대상아파트,충청남도,당진시,,송산로164,1999,8,,8,,,
아파트,공군,제2방공유도탄여단,대상아파트,충청남도,당진시,,송산로164,1999,8,,,8,,
아파트,공군,제2방공유도탄여단,삼성쉐르빌아파트,충청남도,당진시,,대호만로23-13,2008,8,,,,8,
아파트,공군,제2방공유도탄여단,한일타운아파트,경기도,안성시,,공도읍 공도로 149,2005,4,,4,,,
아파트,공군,제2방공유도탄여단,YM프라젠,경기도,평택시,,무지개공원4길 3,2008,6,,,,6,
아파트,공군,제2방공유도탄여단,금호어울림,강원도,강릉시,,성덕로 328-15,2007,14,,,,14,
아파트,공군,제2방공유도탄여단,신도브레뉴,강원도,강릉시,,경강로 2539번길,2005,6,,6,,,
연립,공군,제2방공유도탄여단,매봉아파트,경기도,가평군,북면,석장모루길38,2010,18,,,18,,
연립,공군,제2방공유도탄여단,매봉아파트,경기도,가평군,북면,석장모루길38,2000,4,,,4,,
아파트,공군,제2방공유도탄여단,호수마을,강원도,춘천시,,약사고개길19,2002,10,,,,10,
연립,공군,제2방공유도탄여단,대룡아파트,강원도,춘천시,학곡동 , 2길 46,1996,24,,24,,,
아파트,공군,제2방공유도탄여단,초록지붕,강원도,춘천시,,거두택지길 7,2006,4,,,,4,
연립,공군,제2방공유도탄여단,관사 A동,강원도,평창군,대관령면,횡계리,2001,8,,,8,,
연립,공군,제2방공유도탄여단,관사 B동,강원도,평창군,대관령면,횡계리,2000,8,,,8,,
아파트,공군,제2방공유도탄여단,초록지붕,강원도,춘천시,동내면,거두택지길 7,2006,4,,,,4,
아파트,공군,제3방공유도탄여단,명품ESA104_405,강원도,철원군,갈말읍,명성로 139번길 13-22,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,명품ESA104_307,강원도,철원군,갈말읍,명성로 139번길 13-22,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,명품ESA104_305,강원도,철원군,갈말읍,명성로 139번길 13-22,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,명품ESA104_204,강원도,철원군,갈말읍,명성로 139번길 13-22,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,명품ESA104_203,강원도,철원군,갈말읍,명성로 139번길 13-22,2008,1,,,1,,
연립,공군,제3방공유도탄여단,하늘마을(관사다동),경기도,광주시,남한산성면,남한산성로522-19,1992,2,2,,,,
연립,공군,제3방공유도탄여단,하늘마을(관사가동),경기도,광주시,남한산성면,남한산성로522-19,1992,2,2,,,,
아파트,공군,제3방공유도탄여단,파주빌리지 3동 502호,경기도,파주시,파주읍,"오가리길21, 23, 25",2008,1,,,,1,
아파트,공군,제3방공유도탄여단,파주빌리지 3동 501호,경기도,파주시,파주읍,"오가리길21, 23, 25",2008,1,,,,1,
아파트,공군,제3방공유도탄여단,파주빌리지 2동 502호,경기도,파주시,파주읍,"오가리길21, 23, 25",2008,1,,,,1,
아파트,공군,제3방공유도탄여단,파주빌리지 1동 501호,경기도,파주시,파주읍,"오가리길21, 23, 25",2008,1,,,,1,
아파트,공군,제3방공유도탄여단,파주빌리지 1동 401호,경기도,파주시,파주읍,"오가리길21, 23, 25",2008,1,,,,1,
아파트,공군,제3방공유도탄여단,파주빌리지 1동 201호,경기도,파주시,파주읍,"오가리길21, 23, 25",2008,1,,,,1,
연립,공군,제3방공유도탄여단,원창맨션4층401호,경기도,양주시,덕계동,평화로1489번길 67-15,2002,1,,1,,,
연립,공군,제3방공유도탄여단,원창맨션3층302호,경기도,양주시,덕계동,평화로1489번길 67-15,2002,1,,1,,,
연립,공군,제3방공유도탄여단,원창맨션2층202호,경기도,양주시,덕계동,평화로1489번길 67-15,2002,1,,1,,,
연립,공군,제3방공유도탄여단,원창맨션2층201호,경기도,양주시,덕계동,평화로1489번길 67-15,2002,1,,1,,,
아파트,공군,제3방공유도탄여단,연성쉐르빌(610호),경기도,시흥시,장곡동,인선길 46,2002,1,1,,,,
아파트,공군,제3방공유도탄여단,연성쉐르빌(511호),경기도,시흥시,장곡동,인선길 46,2002,1,1,,,,
아파트,공군,제3방공유도탄여단,연성쉐르빌(510호),경기도,시흥시,장곡동,인선길 46,2002,1,1,,,,
아파트,공군,제3방공유도탄여단,연성쉐르빌(509호),경기도,시흥시,장곡동,인선길 46,2002,1,1,,,,
아파트,공군,제3방공유도탄여단,연성쉐르빌(508호),경기도,시흥시,장곡동,인선길 46,2002,1,1,,,,
연립,공군,제3방공유도탄여단,연립관사,경기도,화성시,남양읍,시청로 201번길 38,1995,4,,,4,,
연립,공군,제3방공유도탄여단,에버맨션B동402호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션B동401호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션B동202호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션B동201호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션B동102호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션B동101호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션A동402호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션A동302호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션A동301호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션A동202호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션A동102호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
연립,공군,제3방공유도탄여단,에버맨션A동101호,경기도,고양시 덕양구,관산동,동헌로 3번길 12,2008,1,,1,,,
아파트,공군,제3방공유도탄여단,아침의빛109동701호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛106동-904호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛106동704호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛106동601호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛106동503호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛106동403호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛106동402호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛105동406호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛105동302호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛105동301호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛105동104호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛105동103호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
아파트,공군,제3방공유도탄여단,아침의빛104동301호,경기도,양주시,백석읍,양주산성로838-71,2008,1,,,1,,
연립,공군,제3방공유도탄여단,스카이빌,경기도,김포시,감정동,중봉1로 46,2012,16,,16,,,
아파트,공군,제3방공유도탄여단,보광그랑베르,경기도,여주시,월송동,여주남로 58-31,2005,1,,1,,,
아파트,공군,제3방공유도탄여단,보광그랑베르,경기도,여주시,월송동,여주남로 58-31,2005,1,,1,,,
아파트,공군,제3방공유도탄여단,보광그랑베르,경기도,여주시,월송동,여주남로 58-31,2005,1,,1,,,
아파트,공군,제3방공유도탄여단,보광그랑베르,경기도,여주시,월송동,여주남로 58-31,2005,1,,1,,,
아파트,공군,제3방공유도탄여단,보광그랑베르,경기도,여주시,월송동,여주남로 58-31,2005,1,,1,,,
연립,공군,제3방공유도탄여단,럭키빌라 2동 401호,경기도,포천시,선단동,호국로 1025번길 23,2002,1,1,,,,
연립,공군,제3방공유도탄여단,럭키빌라 2동 302호,경기도,포천시,선단동,호국로 1025번길 23,2002,1,1,,,,
연립,공군,제3방공유도탄여단,럭키빌라 2동 101호,경기도,포천시,선단동,호국로 1025번길 23,2002,1,1,,,,
연립,공군,제3방공유도탄여단,럭키빌라 1동 301호,경기도,포천시,선단동,호국로 1025번길 23,2002,1,1,,,,
연립,공군,제3방공유도탄여단,럭키빌라 1동 101호,경기도,포천시,선단동,호국로 1025번길 23,2002,1,1,,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 108동 203호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 108동 202호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 106동 302호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 106동 202호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 106동 201호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 103동 302호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 103동 202호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 103동 201호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 102동 204호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 102동 202호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 102동 201호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 101동 308호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 101동 208호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
연립,공군,제3방공유도탄여단,군숙소(아파트) 성우헤스티아ⓐ 101동 207호,경기도,양주시,광적면,가래비11길 30,2004,1,,1,,,
아파트,공군,제3방공유도탄여단,과천주공,경기도,과천시,,별양로 85,1994,1,,,1,,
연립,공군,제3방공유도탄여단,현대빌라트,서울특별시,은평구,갈현동,갈현로 39길 12-12,1997,1,,1,,,
연립,공군,제3방공유도탄여단,현대빌라트,서울특별시,은평구,갈현동,갈현로 39길 12-12,1997,1,,1,,,
연립,공군,제3방공유도탄여단,현대빌라트,서울특별시,은평구,갈현동,갈현로 39길 12-12,1997,1,,1,,,
연립,공군,제3방공유도탄여단,현대빌라트,서울특별시,은평구,갈현동,갈현로 39길 12-12,1997,1,,1,,,
연립,공군,제3방공유도탄여단,현대빌라트,서울특별시,은평구,갈현동,갈현로 39길 12-12,1997,1,,1,,,
아파트,공군,제3방공유도탄여단,철매아파트 103동,서울특별시,금천구,독산동,시흥대로 101길 3-18,1983,10,,,10,,
아파트,공군,제3방공유도탄여단,철매아파트 103동,서울특별시,금천구,독산동,시흥대로 101길 3-18,1983,10,10,,,,
아파트,공군,제3방공유도탄여단,철매아파트 102동,서울특별시,금천구,독산동,시흥대로 101길 3-18,1982,10,,,10,,
아파트,공군,제3방공유도탄여단,철매아파트 102동,서울특별시,금천구,독산동,시흥대로 101길 3-18,1982,10,10,,,,
아파트,공군,제3방공유도탄여단,철매아파트 101동,서울특별시,금천구,독산동,시흥대로 101길 3-18,1986,30,30,,,,
아파트,공군,제3방공유도탄여단,위례스타힐스,서울특별시,송파구,,위례광장로 215,2016,13,,,,13,
아파트,공군,제3방공유도탄여단,위례스타힐스,서울특별시,송파구,,위례광장로 215,2016,1,,,,,1
아파트,공군,제3방공유도탄여단,위례스타힐스,서울특별시,송파구,,위례광장로 215,2016,12,,,12,,
연립,공군,제3방공유도탄여단,하늘마을 나동,인천광역시,옹진군,백령면,백령로743,2017,8,,,8,,
연립,공군,제3방공유도탄여단,하늘마을 가동,인천광역시,옹진군,백령면,백령로743,2017,16,,,16,,
연립,공군,제3방공유도탄여단,덕우아트빌 B동,인천광역시,중구,운남동,전소로 10,2009,8,,8,,,
연립,공군,제3방공유도탄여단,덕우아트빌 A동,인천광역시,중구,운남동,전소로 10,2009,8,,8,,,
아파트,공군,제3방공유도탄여단,광명아파트102-1004,인천광역시,서구,공촌동,심곡로 170,2006,1,,1,,,
아파트,공군,제3방공유도탄여단,광명아파트101-2005,인천광역시,서구,공촌동,심곡로 170,2006,1,,1,,,
아파트,공군,제3방공유도탄여단,광명아파트 102-303,인천광역시,서구,공촌동,심곡로 170,2006,1,,1,,,
아파트,공군,제3방공유도탄여단,경남아파트102-704,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,,1,,
아파트,공군,제3방공유도탄여단,경남아파트102-401,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,,1,,
아파트,공군,제3방공유도탄여단,경남아파트101-903,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,1,,,
아파트,공군,제3방공유도탄여단,경남아파트101-806,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,,1,,
아파트,공군,제3방공유도탄여단,경남아파트101-703,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,1,,,
아파트,공군,제3방공유도탄여단,경남아파트101-602,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,1,,,
아파트,공군,제3방공유도탄여단,경남아파트101-403,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,1,,,
아파트,공군,제3방공유도탄여단,경남아파트101-203,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,1,,,
아파트,공군,제3방공유도탄여단,경남아파트101-1305,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,,1,,
아파트,공군,제3방공유도탄여단,경남아파트101-1204,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,1,,,
아파트,공군,제3방공유도탄여단,경남아파트101-1001,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,1,,,
아파트,공군,제3방공유도탄여단,경남아파트 103-1205,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,,1,,
아파트,공군,제3방공유도탄여단,경남아파트 101-206,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,,1,,
아파트,공군,제3방공유도탄여단,경남 아파트102-101,인천광역시,서구,공촌동,경명대로 694번길 10,2006,1,,,1,,
아파트,공군,항공안전단,하늘마루 101동,서울특별시,동작구,,알마타길6,2010,80,,,,80,
아파트,공군,항공안전단,하늘마루 101동,서울특별시,동작구,,알마타길6,2010,8,,,,,8
아파트,공군,항공안전단,하늘마루 101동,서울특별시,동작구,,알마타길6,2010,8,,,,,8
아파트,공군,항공안전단,하늘마루 102동,서울특별시,동작구,,알마타길6,2010,90,,,,90,
아파트,공군,항공안전단,하늘마루 102동,서울특별시,동작구,,알마타길6,2010,7,,,,,7
아파트,공군,항공안전단,하늘마루 102동,서울특별시,동작구,,알마타길6,2010,7,,,,,7
아파트,공군,항공안전단,하늘마루 103동,서울특별시,동작구,,알마타길6,2010,90,,,,90,
아파트,공군,항공안전단,하늘마루 103동,서울특별시,동작구,,알마타길6,2010,7,,,,,7
아파트,공군,항공안전단,하늘마루 103동,서울특별시,동작구,,알마타길6,2010,7,,,,,7
아파트,공군,항공안전단,태성대아파트 101동,서울특별시,동작구,,여의대방로 16길 1,1997,60,,,60,,
아파트,공군,항공안전단,태성대아파트 102동,서울특별시,동작구,,여의대방로 16길 1,1997,60,,,60,,
아파트,공군,항공안전단,태성대아파트 103동,서울특별시,동작구,,여의대방로 16길 1,1997,60,,,60,,
아파트,공군,항공안전단,태성대아파트 104동,서울특별시,동작구,,여의대방로 16길 1,1997,60,,,60,,
아파트,공군,항공안전단,태성대아파트 105동,서울특별시,동작구,,여의대방로 16길 1,1997,60,,,60,,
아파트,공군,항공안전단,우주마루 201동,서울특별시,영등포구,,여의대방로 249,2014,50,,,50,,
아파트,공군,항공안전단,우주마루 201동,서울특별시,영등포구,,여의대방로 249,2014,50,,,,50,
아파트,공군,작전사근무지원단,민영 미주3차A 104동,경기도,평택시,,이충로 60,1996,40,,,40,,
아파트,공군,작전사근무지원단,민영 미주3차A 104동,경기도,평택시,,이충로 60,1996,15,,,15,,
아파트,공군,작전사근무지원단,민영 미주3차A 106동,경기도,평택시,,이충로 60,1996,30,,,30,,
아파트,공군,작전사근무지원단,민영 미주3차A 106동,경기도,평택시,,이충로 60,1996,14,,,14,,
아파트,공군,작전사근무지원단,민영 삼익사이버A  101동,경기도,평택시,,동삭로 397,2000,76,,76,,,
아파트,공군,작전사근무지원단,민영 삼익사이버A  102동,경기도,평택시,,동삭로 397,2000,10,,10,,,
아파트,공군,작전사근무지원단,민영 삼익사이버A  105동,경기도,평택시,,동삭로 397,2000,38,,38,,,
아파트,공군,작전사근무지원단,민영 삼익사이버A  105동,경기도,평택시,,동삭로 397,2000,40,,,,40,
아파트,공군,작전사근무지원단,민영 삼익사이버A  107동,경기도,평택시,,동삭로 397,2000,35,,,,35,
아파트,공군,작전사근무지원단,민영 삼익사이버A  108동,경기도,평택시,,동삭로 397,2000,25,,25,,,
아파트,공군,작전사근무지원단,영외 보라매A  201동,경기도,평택시,,안재홍로 256,2011,8,,,8,,
아파트,공군,작전사근무지원단,영외 보라매A  202동,경기도,평택시,,안재홍로 256,2011,32,,,,32,
연립,공군,제7항공통신전대,공군금성아파트 관사 3동,경기도,평택시,팽성읍,객사리,2010,32,,32,,,
아파트,공군,제7항공통신전대,공군금성아파트 관사 6동,경기도,평택시,팽성읍,객사리,1996,30,,30,,,
연립,공군,제7항공통신전대,공군금성아파트 관사 7동,경기도,평택시,팽성읍,객사리,2004,18,,18,,,
아파트,공군,제38전투비행전대,현대파인빌,전라북도,군산시,옥서면,미장동,2004,21,,5,,16,
아파트,공군,제38전투비행전대,주공5차,전라북도,군산시,옥서면,나운동,1995,33,,33,,,
아파트,해병대,포항지역부대,구정마린빌(BTL),경상북도,포항시 남구,오천읍,구정리,2012,92,,40,27,25,
아파트,해병대,2사단,그랑드빌,인천광역시,강화군,강화읍,갑곳리,2001,35,,35,,,
아파트,해병대,2사단,길훈아파트,인천광역시,서구,불로동,,1999,8,,8,,,
아파트,해병대,포항지역부대,대림힐타운,경상북도,포항시 북구,학잠동,,1999,44,,9,29,6,
아파트,해병대,2사단,동남아파트(금곡동),인천광역시,서구,금곡동,,1998,5,,4,,1,
아파트,해병대,2사단,동남아파트(마전동),인천광역시,서구,마전동,,1998,1,,1,,,
아파트,해병대,포항지역부대,문덕마린빌(BTL),경상북도,포항시 남구,오천읍,문덕리,2012,146,,54,50,42,
아파트,해병대,포항지역부대,문덕마을 1동,경상북도,포항시 남구,오천읍,문덕리,1999,50,,50,,,
아파트,해병대,포항지역부대,문덕마을 2동,경상북도,포항시 남구,오천읍,문덕리,1999,50,,50,,,
